"Kod";"Nazwa";"ogółem;ogółem;2018;[osoba]";
2203072;"Rzeczenica (2)";3633;
2204000;"Powiat gdański";116199;
2204011;"Pruszcz Gdański (1)";30878;
2204022;"Cedry Wielkie (2)";6947;
2204032;"Kolbudy (2)";17417;
2204042;"Pruszcz Gdański (2)";30232;
2204052;"Przywidz (2)";5889;
2204062;"Pszczółki (2)";9568;
2204072;"Suchy Dąb (2)";4223;
2204082;"Trąbki Wielkie (2)";11045;
2205000;"Powiat kartuski";136619;
2205012;"Chmielno (2)";7752;
2205023;"Kartuzy (3)";33789;
2205024;"Kartuzy - miasto (4)";14382;
2205025;"Kartuzy - obszar wiejski (5)";19407;
2205032;"Przodkowo (2)";9454;
2205042;"Sierakowice (2)";19836;
2205052;"Somonino (2)";10727;
2205062;"Stężyca (2)";10504;
2205072;"Sulęczyno (2)";5506;
2205083;"Żukowo (3)";39051;
2205084;"Żukowo - miasto (4)";6683;
2205085;"Żukowo - obszar wiejski (5)";32368;
2206000;"Powiat kościerski";72528;
2206011;"Kościerzyna (1)";23759;
2206022;"Dziemiany (2)";4389;
2206032;"Karsin (2)";6252;
2206042;"Kościerzyna (2)";16020;
2206052;"Liniewo (2)";4600;
2206062;"Lipusz (2)";3728;
2206072;"Nowa Karczma (2)";6971;
2206082;"Stara Kiszewa (2)";6809;
2207000;"Powiat kwidzyński";83291;
2207011;"Kwidzyn (1)";38481;
2207022;"Gardeja (2)";8450;
2207032;"Kwidzyn (2)";11388;
2207043;"Prabuty (3)";13144;
2207044;"Prabuty - miasto (4)";8696;
2207045;"Prabuty - obszar wiejski (5)";4448;
2207052;"Ryjewo (2)";5854;
2207062;"Sadlinki (2)";5974;
2208000;"Powiat lęborski";66280;
2208011;"Lębork (1)";35367;
2208021;"Łeba (1)";3675;
2208032;"Cewice (2)";7585;
2208042;"Nowa Wieś Lęborska (2)";13580;
2208052;"Wicko (2)";6073;
2209000;"Powiat malborski";63748;
2209011;"Malbork (1)";38570;
2209032;"Lichnowy (2)";4627;
2209042;"Malbork (2)";4792;
2209062;"Miłoradz (2)";3387;
2209073;"Nowy Staw (3)";7695;
2209074;"Nowy Staw - miasto (4)";4283;
2209075;"Nowy Staw - obszar wiejski (5)";3412;
2209082;"Stare Pole (2)";4677;
2210000;"Powiat nowodworski";35746;
2210011;"Krynica Morska (1)";1303;
2210023;"Nowy Dwór Gdański (3)";17780;
2210024;"Nowy Dwór Gdański - miasto (4)";9917;
2210025;"Nowy Dwór Gdański - obszar wiejski (5)";7863;
2210032;"Ostaszewo (2)";3216;
2210042;"Stegna (2)";9779;
2210052;"Sztutowo (2)";3668;
2211000;"Powiat pucki";85726;
2211011;"Hel (1)";3285;
2211023;"Jastarnia (3)";3708;
2211024;"Jastarnia - miasto (4)";2710;
2211025;"Jastarnia - obszar wiejski (5)";998;
2211031;"Puck (1)";11241;
2211043;"Władysławowo (3)";15438;
2211044;"Władysławowo - miasto (4)";9958;
2211045;"Władysławowo - obszar wiejski (5)";5480;
2211052;"Kosakowo (2)";14850;
2211062;"Krokowa (2)";10830;
2211072;"Puck (2)";26374;
2212000;"Powiat słupski";98816;
2212011;"Ustka (1)";15527;
2212022;"Damnica (2)";6094;
2212032;"Dębnica Kaszubska (2)";9631;
2212042;"Główczyce (2)";9075;
2212053;"Kępice (3)";9197;
2212054;"Kępice - miasto (4)";3606;
2212055;"Kępice - obszar wiejski (5)";5591;
2212062;"Kobylnica (2)";12594;
2212072;"Potęgowo (2)";6953;
2212082;"Słupsk (2)";18002;
2212092;"Smołdzino (2)";3398;
2212102;"Ustka (2)";8345;
2213000;"Powiat starogardzki";128004;
2213013;"Czarna Woda (3)";3189;
2213014;"Czarna Woda - miasto (4)";2805;
2213015;"Czarna Woda - obszar wiejski (5)";384;
2213021;"Skórcz (1)";3611;
2213031;"Starogard Gdański (1)";47776;
2213042;"Bobowo (2)";3183;
2213052;"Kaliska (2)";5400;
2213062;"Lubichowo (2)";6584;
2213072;"Osieczna (2)";2884;
2213082;"Osiek (2)";2386;
2213093;"Skarszewy (3)";14807;
2213094;"Skarszewy - miasto (4)";7023;
2213095;"Skarszewy - obszar wiejski (5)";7784;
2213102;"Skórcz (2)";4599;
2213112;"Smętowo Graniczne (2)";5249;
2213122;"Starogard Gdański (2)";16598;
2213132;"Zblewo (2)";11738;
2214000;"Powiat tczewski";115876;
2214011;"Tczew (1)";60279;
2214023;"Gniew (3)";15544;
2214024;"Gniew - miasto (4)";6761;
2214025;"Gniew - obszar wiejski (5)";8783;
2214032;"Morzeszczyn (2)";3655;
2214043;"Pelplin (3)";16297;
2214044;"Pelplin - miasto (4)";7818;
2214045;"Pelplin - obszar wiejski (5)";8479;
2214052;"Subkowy (2)";5473;
2214062;"Tczew (2)";14628;
2215000;"Powiat wejherowski";215908;
2215011;"Reda (1)";25810;
2215021;"Rumia (1)";49031;
2215031;"Wejherowo (1)";49789;
2215042;"Choczewo (2)";5529;
2215052;"Gniewino (2)";7438;
2215062;"Linia (2)";6361;
2215072;"Luzino (2)";16270;
2215082;"Łęczyce (2)";12046;
2215092;"Szemud (2)";17816;
2215102;"Wejherowo (2)";25818;
2216000;"Powiat sztumski";41569;
2216013;"Dzierzgoń (3)";9263;
2216014;"Dzierzgoń - miasto (4)";5367;
2216015;"Dzierzgoń - obszar wiejski (5)";3896;
2216022;"Mikołajki Pomorskie (2)";3649;
2216032;"Stary Dzierzgoń (2)";3960;
2216042;"Stary Targ (2)";6263;
2216053;"Sztum (3)";18434;
2216054;"Sztum - miasto (4)";9990;
2216055;"Sztum - obszar wiejski (5)";8444;
2261000;"Powiat m.Gdańsk";466631;
2261011;"Gdańsk (1)";466631;
2262000;"Powiat m.Gdynia";246309;
2262011;"Gdynia (1)";246309;
2263000;"Powiat m.Słupsk";91007;
2263011;"Słupsk (1)";91007;
2264000;"Powiat m.Sopot";36046;
2264011;"Sopot (1)";36046;
2400000;"ŚLĄSKIE";4533565;
2401000;"Powiat będziński";148762;
2401011;"Będzin (1)";56804;
2401021;"Czeladź (1)";31677;
2401031;"Wojkowice (1)";8936;
2401042;"Bobrowniki (2)";12044;
2401052;"Mierzęcice (2)";7664;
2401062;"Psary (2)";12117;
2401073;"Siewierz (3)";12477;
2401074;"Siewierz - miasto (4)";5592;
2401075;"Siewierz - obszar wiejski (5)";6885;
2401081;"Sławków (1)";7043;
2402000;"Powiat bielski";165000;
2402011;"Szczyrk (1)";5747;
2402022;"Bestwina (2)";11787;
2402032;"Buczkowice (2)";11174;
2402043;"Czechowice-Dziedzice (3)";45421;
2402044;"Czechowice-Dziedzice - miasto (4)";35919;
2402045;"Czechowice-Dziedzice - obszar wiejski (5)";9502;
2402052;"Jasienica (2)";24117;
2402062;"Jaworze (2)";7299;
2402072;"Kozy (2)";12990;
2402082;"Porąbka (2)";15589;
2402093;"Wilamowice (3)";17505;
2402094;"Wilamowice - miasto (4)";3086;
2402095;"Wilamowice - obszar wiejski (5)";14419;
2402102;"Wilkowice (2)";13371;
2403000;"Powiat cieszyński";178139;
2403011;"Cieszyn (1)";34613;
2403021;"Ustroń (1)";16054;
2403031;"Wisła (1)";11171;
2403042;"Brenna (2)";11187;
2403052;"Chybie (2)";9809;
2403062;"Dębowiec (2)";5824;
2403072;"Goleszów (2)";13122;
2403082;"Hażlach (2)";10829;
2403092;"Istebna (2)";12110;
2403103;"Skoczów (3)";26970;
2403104;"Skoczów - miasto (4)";14469;
2403105;"Skoczów - obszar wiejski (5)";12501;
2403113;"Strumień (3)";13197;
2403114;"Strumień - miasto (4)";3680;
2403115;"Strumień - obszar wiejski (5)";9517;
2403122;"Zebrzydowice (2)";13253;
2404000;"Powiat częstochowski";134919;
2404013;"Blachownia (3)";12995;
2404014;"Blachownia - miasto (4)";9594;
2404015;"Blachownia - obszar wiejski (5)";3401;
2404022;"Dąbrowa Zielona (2)";3865;
2404032;"Janów (2)";5964;
2404042;"Kamienica Polska (2)";5579;
2404052;"Kłomnice (2)";13524;
2404063;"Koniecpol (3)";9500;
2404064;"Koniecpol - miasto (4)";5950;
2404065;"Koniecpol - obszar wiejski (5)";3550;
2404072;"Konopiska (2)";10737;
2404082;"Kruszyna (2)";4862;
2404092;"Lelów (2)";4872;
2404102;"Mstów (2)";10827;
2404112;"Mykanów (2)";15052;
2404122;"Olsztyn (2)";7822;
2404132;"Poczesna (2)";12700;
2404142;"Przyrów (2)";3779;
2404152;"Rędziny (2)";10012;
2404162;"Starcza (2)";2829;
2405000;"Powiat gliwicki";115558;
2405011;"Knurów (1)";38402;
2405021;"Pyskowice (1)";18456;
2405032;"Gierałtowice (2)";12051;
2405042;"Pilchowice (2)";11887;
2405052;"Rudziniec (2)";10623;
2405063;"Sośnicowice (3)";8874;
2405064;"Sośnicowice - miasto (4)";1906;
2405065;"Sośnicowice - obszar wiejski (5)";6968;
2405073;"Toszek (3)";9409;
2405074;"Toszek - miasto (4)";3595;
2405075;"Toszek - obszar wiejski (5)";5814;
2405082;"Wielowieś (2)";5856;
2406000;"Powiat kłobucki";84924;
2406013;"Kłobuck (3)";20449;
2406014;"Kłobuck - miasto (4)";12957;
2406015;"Kłobuck - obszar wiejski (5)";7492;
2406023;"Krzepice (3)";9160;
2406024;"Krzepice - miasto (4)";4462;
2406025;"Krzepice - obszar wiejski (5)";4698;
2406032;"Lipie (2)";6286;
2406042;"Miedźno (2)";7567;
2406052;"Opatów (2)";6824;
2406062;"Panki (2)";5109;
2406072;"Popów (2)";5883;
2406082;"Przystajń (2)";5894;
2406092;"Wręczyca Wielka (2)";17752;
2407000;"Powiat lubliniecki";76593;
2407011;"Lubliniec (1)";23818;
2407022;"Boronów (2)";3408;
2407032;"Ciasna (2)";7500;
2407042;"Herby (2)";6832;
2407052;"Kochanowice (2)";6910;
2407062;"Koszęcin (2)";11861;
2407072;"Pawonków (2)";6650;
2407083;"Woźniki (3)";9614;
2407084;"Woźniki - miasto (4)";4338;
2407085;"Woźniki - obszar wiejski (5)";5276;
2408000;"Powiat mikołowski";98373;
2408011;"Łaziska Górne (1)";22334;
2408021;"Mikołów (1)";40813;
2408031;"Orzesze (1)";20927;
2408042;"Ornontowice (2)";6073;
2408052;"Wyry (2)";8226;
2409000;"Powiat myszkowski";71119;
2409011;"Myszków (1)";31762;
2409023;"Koziegłowy (3)";14324;
2409024;"Koziegłowy - miasto (4)";2463;
2409025;"Koziegłowy - obszar wiejski (5)";11861;
2409032;"Niegowa (2)";5663;
2409042;"Poraj (2)";10919;
2409053;"Żarki (3)";8451;
2409054;"Żarki - miasto (4)";4568;
2409055;"Żarki - obszar wiejski (5)";3883;
2410000;"Powiat pszczyński";111202;
2410012;"Goczałkowice-Zdrój (2)";6754;
2410022;"Kobiór (2)";4894;
2410032;"Miedźna (2)";16499;
2410042;"Pawłowice (2)";18197;
2410053;"Pszczyna (3)";52578;
2410054;"Pszczyna - miasto (4)";25829;
2410055;"Pszczyna - obszar wiejski (5)";26749;
2410062;"Suszec (2)";12280;
2411000;"Powiat raciborski";108513;
2411011;"Racibórz (1)";54882;
2411022;"Kornowac (2)";5150;
2411033;"Krzanowice (3)";5746;
2411034;"Krzanowice - miasto (4)";2158;
2411035;"Krzanowice - obszar wiejski (5)";3588;
2411042;"Krzyżanowice (2)";11301;
2411053;"Kuźnia Raciborska (3)";11883;
2411054;"Kuźnia Raciborska - miasto (4)";5386;
2411055;"Kuźnia Raciborska - obszar wiejski (5)";6497;
2411062;"Nędza (2)";7437;
2411072;"Pietrowice Wielkie (2)";6910;
2411082;"Rudnik (2)";5204;
2412000;"Powiat rybnicki";78104;
2412013;"Czerwionka-Leszczyny (3)";42193;
2412014;"Czerwionka-Leszczyny - miasto (4)";28266;
2412015;"Czerwionka-Leszczyny - obszar wiejski (5)";13927;
2412022;"Gaszowice (2)";9720;
2412032;"Jejkowice (2)";4132;
2412042;"Lyski (2)";9650;
2412052;"Świerklany (2)";12409;
2413000;"Powiat tarnogórski";139833;
2413011;"Kalety (1)";8626;
2413021;"Miasteczko Śląskie (1)";7449;
2413031;"Radzionków (1)";16818;
2413041;"Tarnowskie Góry (1)";61356;
2413052;"Krupski Młyn (2)";3191;
2413062;"Ożarowice (2)";5793;
2413072;"Świerklaniec (2)";12248;
2413082;"Tworóg (2)";8240;
2413092;"Zbrosławice (2)";16112;
2414000;"Powiat bieruńsko-lędziński";59760;
2414011;"Bieruń (1)";19605;
2414021;"Imielin (1)";9153;
2414031;"Lędziny (1)";16822;
2414042;"Bojszowy (2)";7860;
2414052;"Chełm Śląski (2)";6320;
2415000;"Powiat wodzisławski";157616;
2415011;"Pszów (1)";13994;
2415021;"Radlin (1)";17806;
2415031;"Rydułtowy (1)";21637;
2415041;"Wodzisław Śląski (1)";48143;
2415052;"Godów (2)";13747;
2415062;"Gorzyce (2)";21265;
2415072;"Lubomia (2)";7920;
2415082;"Marklowice (2)";5415;
2415092;"Mszana (2)";7689;
2416000;"Powiat zawierciański";118434;
2416011;"Poręba (1)";8568;
2416021;"Zawiercie (1)";49567;
2416032;"Irządze (2)";2630;
2416042;"Kroczyce (2)";6347;
2416053;"Łazy (3)";15956;
2416054;"Łazy - miasto (4)";6845;
2416055;"Łazy - obszar wiejski (5)";9111;
2416063;"Ogrodzieniec (3)";9152;
2416064;"Ogrodzieniec - miasto (4)";4296;
2416065;"Ogrodzieniec - obszar wiejski (5)";4856;
2416073;"Pilica (3)";8640;
2416074;"Pilica - miasto (4)";1947;
2416075;"Pilica - obszar wiejski (5)";6693;
2416083;"Szczekociny (3)";7713;
2416084;"Szczekociny - miasto (4)";3622;
2416085;"Szczekociny - obszar wiejski (5)";4091;
2416092;"Włodowice (2)";5224;
2416102;"Żarnowiec (2)";4637;
2417000;"Powiat żywiecki";153226;
2417011;"Żywiec (1)";31388;
2417022;"Czernichów (2)";6809;
2417032;"Gilowice (2)";6252;
2417042;"Jeleśnia (2)";13342;
2417052;"Koszarawa (2)";2391;
2417062;"Lipowa (2)";10818;
2417072;"Łękawica (2)";4545;
2417082;"Łodygowice (2)";14426;
2417092;"Milówka (2)";10078;
2417102;"Radziechowy-Wieprz (2)";13095;
2417112;"Rajcza (2)";8842;
2417122;"Ślemień (2)";3545;
2417132;"Świnna (2)";8095;
2417142;"Ujsoły (2)";4499;
2417152;"Węgierska Górka (2)";15101;
2461000;"Powiat m.Bielsko-Biała";171259;
2461011;"Bielsko-Biała (1)";171259;
2462000;"Powiat m.Bytom";166795;
2462011;"Bytom (1)";166795;
2463000;"Powiat m.Chorzów";108434;
2463011;"Chorzów (1)";108434;
2464000;"Powiat m.Częstochowa";222292;
2464011;"Częstochowa (1)";222292;
2465000;"Powiat m.Dąbrowa Górnicza";120259;
2465011;"Dąbrowa Górnicza (1)";120259;
2466000;"Powiat m.Gliwice";179806;
2466011;"Gliwice (1)";179806;
2467000;"Powiat m.Jastrzębie-Zdrój";89128;
2467011;"Jastrzębie-Zdrój (1)";89128;
2468000;"Powiat m.Jaworzno";91563;
2468011;"Jaworzno (1)";91563;
2469000;"Powiat m.Katowice";294510;
2469011;"Katowice (1)";294510;
2470000;"Powiat m.Mysłowice";74586;
2470011;"Mysłowice (1)";74586;
2471000;"Powiat m.Piekary Śląskie";55299;
2471011;"Piekary Śląskie (1)";55299;
2472000;"Powiat m.Ruda Śląska";138000;
2472011;"Ruda Śląska (1)";138000;
2473000;"Powiat m.Rybnik";138696;
2473011;"Rybnik (1)";138696;
2474000;"Powiat m.Siemianowice Śląskie";67154;
2474011;"Siemianowice Śląskie (1)";67154;
2475000;"Powiat m.Sosnowiec";202036;
2475011;"Sosnowiec (1)";202036;
2476000;"Powiat m.Świętochłowice";50012;
2476011;"Świętochłowice (1)";50012;
2477000;"Powiat m.Tychy";127831;
2477011;"Tychy (1)";127831;
2478000;"Powiat m.Zabrze";173374;
2478011;"Zabrze (1)";173374;
2479000;"Powiat m.Żory";62456;
2479011;"Żory (1)";62456;
2600000;"ŚWIĘTOKRZYSKIE";1241546;
2601000;"Powiat buski";72058;
2601013;"Busko-Zdrój (3)";32280;
2601014;"Busko-Zdrój - miasto (4)";15952;
2601015;"Busko-Zdrój - obszar wiejski (5)";16328;
2601022;"Gnojno (2)";4394;
2601032;"Nowy Korczyn (2)";5981;
2601042;"Pacanów (2)";7406;
2601052;"Solec-Zdrój (2)";5059;
2601063;"Stopnica (3)";7625;
2601064;"Stopnica - miasto (4)";1425;
2601065;"Stopnica - obszar wiejski (5)";6200;
2601072;"Tuczępy (2)";3772;
2601083;"Wiślica (3)";5541;
2601084;"Wiślica - miasto (4)";515;
2601085;"Wiślica - obszar wiejski (5)";5026;
2602000;"Powiat jędrzejowski";86076;
2602012;"Imielno (2)";4404;
2602023;"Jędrzejów (3)";28095;
2602024;"Jędrzejów - miasto (4)";15149;
2602025;"Jędrzejów - obszar wiejski (5)";12946;
2602033;"Małogoszcz (3)";11621;
2602034;"Małogoszcz - miasto (4)";3769;
2602035;"Małogoszcz - obszar wiejski (5)";7852;
2602042;"Nagłowice (2)";4956;
2602052;"Oksa (2)";4598;
2602063;"Sędziszów (3)";12555;
2602064;"Sędziszów - miasto (4)";6484;
2602065;"Sędziszów - obszar wiejski (5)";6071;
2602072;"Słupia (2)";4336;
2602082;"Sobków (2)";8491;
2602092;"Wodzisław (2)";7020;
2603000;"Powiat kazimierski";33851;
2603012;"Bejsce (2)";4031;
2603022;"Czarnocin (2)";3810;
2603033;"Kazimierza Wielka (3)";16210;
2603034;"Kazimierza Wielka - miasto (4)";5579;
2603035;"Kazimierza Wielka - obszar wiejski (5)";10631;
2603042;"Opatowiec (2)";3298;
2603053;"Skalbmierz (3)";6502;
2603054;"Skalbmierz - miasto (4)";1289;
2603055;"Skalbmierz - obszar wiejski (5)";5213;
2604000;"Powiat kielecki";210694;
2604012;"Bieliny (2)";10270;
2604023;"Bodzentyn (3)";11569;
2604024;"Bodzentyn - miasto (4)";2240;
2604025;"Bodzentyn - obszar wiejski (5)";9329;
2604033;"Chęciny (3)";15102;
2604034;"Chęciny - miasto (4)";4445;
2604035;"Chęciny - obszar wiejski (5)";10657;
2604043;"Chmielnik (3)";11320;
2604044;"Chmielnik - miasto (4)";3703;
2604045;"Chmielnik - obszar wiejski (5)";7617;
2604053;"Daleszyce (3)";15855;
2604054;"Daleszyce - miasto (4)";2907;
2604055;"Daleszyce - obszar wiejski (5)";12948;
2604062;"Górno (2)";14375;
2604073;"Łagów (3)";6886;
2604074;"Łagów - miasto (4)";1587;
2604075;"Łagów - obszar wiejski (5)";5299;
2604082;"Łopuszno (2)";9021;
2604092;"Masłów (2)";10951;
2604102;"Miedziana Góra (2)";11488;
2604112;"Mniów (2)";9372;
2604123;"Morawica (3)";16482;
2604124;"Morawica - miasto (4)";1695;
2604125;"Morawica - obszar wiejski (5)";14787;
2604132;"Nowa Słupia (2)";9539;
2604142;"Piekoszów (2)";16476;
2604152;"Pierzchnica (2)";4799;
2604162;"Raków (2)";5635;
2604172;"Sitkówka-Nowiny (2)";7838;
2604182;"Strawczyn (2)";10735;
2604192;"Zagnańsk (2)";12981;
2605000;"Powiat konecki";80648;
2605012;"Fałków (2)";4476;
2605022;"Gowarczów (2)";4624;
2605033;"Końskie (3)";35422;
2605034;"Końskie - miasto (4)";19330;
2605035;"Końskie - obszar wiejski (5)";16092;
2605043;"Radoszyce (3)";8952;
2605044;"Radoszyce - miasto (4)";3167;
2605045;"Radoszyce - obszar wiejski (5)";5785;
2605052;"Ruda Maleniecka (2)";3108;
2605062;"Słupia Konecka (2)";3340;
2605072;"Smyków (2)";3791;
2605083;"Stąporków (3)";16935;
2605084;"Stąporków - miasto (4)";5679;
2605085;"Stąporków - obszar wiejski (5)";11256;
2606000;"Powiat opatowski";52577;
2606012;"Baćkowice (2)";4870;
2606022;"Iwaniska (2)";6687;
2606032;"Lipnik (2)";5277;
2606043;"Opatów (3)";11737;
2606044;"Opatów - miasto (4)";6496;
2606045;"Opatów - obszar wiejski (5)";5241;
2606053;"Ożarów (3)";10793;
2606054;"Ożarów - miasto (4)";4599;
2606055;"Ożarów - obszar wiejski (5)";6194;
2606062;"Sadowie (2)";3957;
2606072;"Tarłów (2)";5205;
2606082;"Wojciechowice (2)";4051;
2607000;"Powiat ostrowiecki";110127;
2607011;"Ostrowiec Świętokrzyski (1)";69051;
2607022;"Bałtów (2)";3484;
2607032;"Bodzechów (2)";13467;
2607043;"Ćmielów (3)";7361;
2607044;"Ćmielów - miasto (4)";3024;
2607045;"Ćmielów - obszar wiejski (5)";4337;
2607053;"Kunów (3)";9871;
2607054;"Kunów - miasto (4)";2979;
2607055;"Kunów - obszar wiejski (5)";6892;
2607062;"Waśniów (2)";6893;
2608000;"Powiat pińczowski";39271;
2608013;"Działoszyce (3)";4958;
2608014;"Działoszyce - miasto (4)";908;
2608015;"Działoszyce - obszar wiejski (5)";4050;
2608022;"Kije (2)";4415;
2608032;"Michałów (2)";4606;
2608043;"Pińczów (3)";20831;
2608044;"Pińczów - miasto (4)";10844;
2608045;"Pińczów - obszar wiejski (5)";9987;
2608052;"Złota (2)";4461;
2609000;"Powiat sandomierski";77773;
2609011;"Sandomierz (1)";23644;
2609022;"Dwikozy (2)";8778;
2609032;"Klimontów (2)";8060;
2609043;"Koprzywnica (3)";6690;
2609044;"Koprzywnica - miasto (4)";2488;
2609045;"Koprzywnica - obszar wiejski (5)";4202;
2609052;"Łoniów (2)";7504;
2609062;"Obrazów (2)";6404;
2609072;"Samborzec (2)";8523;
2609082;"Wilczyce (2)";3715;
2609093;"Zawichost (3)";4455;
2609094;"Zawichost - miasto (4)";1776;
2609095;"Zawichost - obszar wiejski (5)";2679;
2610000;"Powiat skarżyski";74817;
2610011;"Skarżysko-Kamienna (1)";45358;
2610022;"Bliżyn (2)";8135;
2610032;"Łączna (2)";5061;
2610042;"Skarżysko Kościelne (2)";6072;
2610053;"Suchedniów (3)";10191;
2610054;"Suchedniów - miasto (4)";8379;
2610055;"Suchedniów - obszar wiejski (5)";1812;
2611000;"Powiat starachowicki";90377;
2611011;"Starachowice (1)";48965;
2611022;"Brody (2)";10963;
2611032;"Mirzec (2)";8335;
2611042;"Pawłów (2)";15305;
2611053;"Wąchock (3)";6809;
2611054;"Wąchock - miasto (4)";2764;
2611055;"Wąchock - obszar wiejski (5)";4045;
2612000;"Powiat staszowski";72167;
2612012;"Bogoria (2)";7744;
2612022;"Łubnice (2)";4128;
2612032;"Oleśnica (2)";3864;
2612043;"Osiek (3)";7762;
2612044;"Osiek - miasto (4)";2015;
2612045;"Osiek - obszar wiejski (5)";5747;
2612053;"Połaniec (3)";11828;
2612054;"Połaniec - miasto (4)";8120;
2612055;"Połaniec - obszar wiejski (5)";3708;
2612062;"Rytwiany (2)";6380;
2612073;"Staszów (3)";25730;
2612074;"Staszów - miasto (4)";14810;
2612075;"Staszów - obszar wiejski (5)";10920;
2612082;"Szydłów (2)";4731;
2613000;"Powiat włoszczowski";45336;
2613012;"Kluczewsko (2)";5181;
2613022;"Krasocin (2)";10652;
2613032;"Moskorzew (2)";2692;
2613042;"Radków (2)";2504;
2613052;"Secemin (2)";4827;
2613063;"Włoszczowa (3)";19480;
2613064;"Włoszczowa - miasto (4)";10043;
2613065;"Włoszczowa - obszar wiejski (5)";9437;
2661000;"Powiat m.Kielce";195774;
2661011;"Kielce (1)";195774;
2800000;"WARMIŃSKO-MAZURSKIE";1428983;
2801000;"Powiat bartoszycki";57916;
2801011;"Bartoszyce (1)";23609;
2801021;"Górowo Iławeckie (1)";3974;
2801032;"Bartoszyce (2)";10797;
2801043;"Bisztynek (3)";6359;
2801044;"Bisztynek - miasto (4)";2365;
2801045;"Bisztynek - obszar wiejski (5)";3994;
2801052;"Górowo Iławeckie (2)";6912;
2801063;"Sępopol (3)";6265;
2801064;"Sępopol - miasto (4)";1964;
2801065;"Sępopol - obszar wiejski (5)";4301;
2802000;"Powiat braniewski";41391;
2802011;"Braniewo (1)";17071;
2802022;"Braniewo (2)";6090;
2802033;"Frombork (3)";3591;
2802034;"Frombork - miasto (4)";2355;
2802035;"Frombork - obszar wiejski (5)";1236;
2802042;"Lelkowo (2)";2881;
2802053;"Pieniężno (3)";6246;
2802054;"Pieniężno - miasto (4)";2746;
2802055;"Pieniężno - obszar wiejski (5)";3500;
2802062;"Płoskinia (2)";2508;
2802072;"Wilczęta (2)";3004;
2803000;"Powiat działdowski";65442;
2803011;"Działdowo (1)";21275;
2803022;"Działdowo (2)";9876;
2803032;"Iłowo-Osada (2)";7238;
2803043;"Lidzbark (3)";14176;
2803044;"Lidzbark - miasto (4)";7817;
2803045;"Lidzbark - obszar wiejski (5)";6359;
2803052;"Płośnica (2)";5654;
2803062;"Rybno (2)";7223;
2804000;"Powiat elbląski";57549;
2804012;"Elbląg (2)";7518;
2804022;"Godkowo (2)";3063;
2804032;"Gronowo Elbląskie (2)";5127;
2804042;"Markusy (2)";4085;
2804052;"Milejewo (2)";3418;
2804063;"Młynary (3)";4441;
2804064;"Młynary - miasto (4)";1780;
2804065;"Młynary - obszar wiejski (5)";2661;
2804073;"Pasłęk (3)";19393;
2804074;"Pasłęk - miasto (4)";12211;
2804075;"Pasłęk - obszar wiejski (5)";7182;
2804082;"Rychliki (2)";3840;
2804093;"Tolkmicko (3)";6664;
2804094;"Tolkmicko - miasto (4)";2692;
2804095;"Tolkmicko - obszar wiejski (5)";3972;
2805000;"Powiat ełcki";91359;
2805011;"Ełk (1)";61928;
2805022;"Ełk (2)";11599;
2805032;"Kalinowo (2)";6774;
2805042;"Prostki (2)";7292;
2805052;"Stare Juchy (2)";3766;
2806000;"Powiat giżycki";56754;
2806011;"Giżycko (1)";29396;
2806042;"Giżycko (2)";8411;
2806052;"Kruklanki (2)";3173;
2806062;"Miłki (2)";3775;
2806083;"Ryn (3)";5695;
2806084;"Ryn - miasto (4)";2851;
2806085;"Ryn - obszar wiejski (5)";2844;
2806102;"Wydminy (2)";6304;
2807000;"Powiat iławski";93020;
2807011;"Iława (1)";33250;
2807021;"Lubawa (1)";10381;
2807032;"Iława (2)";13008;
2807043;"Kisielice (3)";6044;
2807044;"Kisielice - miasto (4)";2103;
2807045;"Kisielice - obszar wiejski (5)";3941;
2807052;"Lubawa (2)";10729;
2807063;"Susz (3)";12784;
2807064;"Susz - miasto (4)";5571;
2807065;"Susz - obszar wiejski (5)";7213;
2807073;"Zalewo (3)";6824;
2807074;"Zalewo - miasto (4)";2165;
2807075;"Zalewo - obszar wiejski (5)";4659;
2808000;"Powiat kętrzyński";62924;
2808011;"Kętrzyn (1)";27366;
2808022;"Barciany (2)";6174;
2808032;"Kętrzyn (2)";8232;
2808043;"Korsze (3)";9794;
2808044;"Korsze - miasto (4)";4259;
2808045;"Korsze - obszar wiejski (5)";5535;
2808053;"Reszel (3)";7531;
2808054;"Reszel - miasto (4)";4571;
2808055;"Reszel - obszar wiejski (5)";2960;
2808062;"Srokowo (2)";3827;
2809000;"Powiat lidzbarski";41512;
2809011;"Lidzbark Warmiński (1)";15820;
2809022;"Kiwity (2)";3311;
2809032;"Lidzbark Warmiński (2)";6733;
2809042;"Lubomino (2)";3593;
2809053;"Orneta (3)";12055;
2809054;"Orneta - miasto (4)";8817;
2809055;"Orneta - obszar wiejski (5)";3238;
2810000;"Powiat mrągowski";50080;
2810011;"Mrągowo (1)";21708;
2810023;"Mikołajki (3)";8188;
2810024;"Mikołajki - miasto (4)";3838;
2810025;"Mikołajki - obszar wiejski (5)";4350;
2810032;"Mrągowo (2)";7981;
2810042;"Piecki (2)";7622;
2810052;"Sorkwity (2)";4581;
2811000;"Powiat nidzicki";33068;
2811012;"Janowiec Kościelny (2)";3219;
2811022;"Janowo (2)";2680;
2811032;"Kozłowo (2)";6058;
2811043;"Nidzica (3)";21111;
